File name;Sa;Sz;Str;Spc;Sdr;Sq;Ssk;Sku;Sp;Sv;Sal;Std;Sdq;Spd;Sk;Spk;Svk;Smr1;Smr2;Sxp;Vvv;Vvc;Vmp;Vmc;Area size;Class_1;Class_2
20240918160106_Y2_X8;18,464;232,618;0,121;653,368;0,4770;27,236;-1,715;6,679;113,788;118,830;170,913;6,200;1,203;4312,014;38,726;16,473;72,365;7,357;83,474;26,806;6,664;17,466;0,801;15,206;5698488,305;10;10
20240918160106_Y2_X9;21,238;277,471;0,205;620,163;0,4325;28,803;-1,406;6,615;124,115;153,356;161,027;180,000;1,121;3285,721;42,746;27,077;52,860;6,289;75,836;35,306;5,190;21,333;1,154;23,041;5698488,305;10;10
20240918160106_Y3_X5;12,566;205,713;0,132;646,273;0,3797;16,028;-1,105;6,701;42,418;163,295;107,303;173,600;0,985;4014,415;34,628;7,781;24,615;5,664;82,614;21,081;2,505;15,429;0,438;14,415;5698488,305;10;10
20240918160106_Y3_X6;12,984;151,981;0,104;563,757;0,3005;16,834;-0,883;4,247;73,685;78,296;143,515;0,000;0,868;3826,921;31,017;11,503;29,003;7,043;79,643;20,702;2,903;14,920;0,573;14,358;5698488,305;10;10
20240918160106_Y3_X7;10,263;167,620;0,118;598,867;0,3513;15,203;0,368;7,953;90,994;76,626;91,233;0,000;0,953;4748,210;26,596;26,676;23,295;11,728;88,445;35,079;2,064;13,982;1,390;9,540;5698488,305;10;10
20240918160106_Y3_X8;12,872;234,762;0,255;644,610;0,4143;19,091;0,239;7,732;107,544;127,218;126,015;174,500;1,058;4354,578;32,128;36,508;27,640;10,542;86,231;47,360;2,625;16,098;1,870;12,213;5698488,305;10;10
20240918160106_Y3_X9;15,573;193,432;0,162;550,032;0,3180;19,951;0,045;3,428;122,580;70,852;127,398;0,000;0,904;4308,320;47,478;23,541;21,355;10,913;89,453;43,888;2,395;23,256;1,172;16,852;5698488,305;10;10
20240918160106_Y4_X5;17,723;188,481;0,095;513,542;0,2674;23,650;-1,093;4,859;81,916;106,565;131,089;0,000;0,839;3124,433;53,136;10,541;45,737;6,180;87,860;32,091;4,023;22,735;0,585;19,373;5698488,305;10;10
20240918160106_Y4_X6;13,547;144,947;0,098;514,305;0,2517;17,011;-0,219;3,145;76,028;68,919;89,792;175,700;0,794;3310,696;39,337;14,167;21,233;14,595;90,024;32,155;2,136;20,599;0,631;14,504;5698488,305;10;10
20240918160106_Y4_X7;13,553;293,980;0,055;496,782;0,2842;17,958;-0,304;6,311;219,202;74,777;65,387;172,800;0,890;2741,354;38,085;15,348;26,234;11,697;85,999;29,864;2,690;20,111;0,692;14,798;5698488,305;10;10
20240918160106_Y4_X8;16,221;360,830;0,084;558,630;0,3585;21,454;-0,221;6,793;280,459;80,371;89,449;172,800;1,002;3312,279;44,017;21,004;32,533;8,285;83,841;33,514;3,268;20,546;1,054;17,884;5698488,305;10;10
20240918160106_Y4_X9;14,743;281,162;0,332;562,897;0,2983;19,921;-0,748;7,031;162,602;118,559;237,118;174,800;0,906;3417,283;42,196;25,058;28,331;8,004;86,496;39,186;2,796;19,081;1,181;15,794;5698488,305;10;10
20240918160106_Y5_X5;14,854;263,308;0,057;611,064;0,3736;20,793;-1,272;5,669;182,988;80,320;78,295;180,000;0,985;4359,151;30,403;12,450;49,879;7,100;80,630;20,468;4,972;14,191;0,594;13,704;5698488,305;10;10
20240918160106_Y5_X6;11,821;124,265;0,056;595,847;0,3588;17,499;-2,060;8,196;41,679;82,586;77,865;0,000;0,964;4795,875;23,882;9,410;37,985;7,583;79,935;17,511;3,801;11,535;0,467;11,129;5698488,305;10;10
20240918160106_Y5_X7;15,161;202,198;0,118;637,443;0,4265;24,350;-2,558;11,380;65,576;136,622;100,217;175,200;1,063;4849,169;29,019;13,181;62,393;8,469;82,789;21,649;5,771;13,813;0,644;12,112;5698488,305;10;10
20240918160106_Y5_X8;14,924;215,872;0,145;597,999;0,3857;21,195;-1,894;9,818;71,023;144,849;90,338;176,600;1,020;4247,815;36,173;10,806;39,661;9,740;82,254;25,620;3,922;18,177;0,545;15,666;5698488,305;10;10
20240918160106_Y5_X9;16,459;248,064;0,231;581,390;0,3505;21,495;-0,532;6,237;91,337;156,726;150,601;0,000;0,968;4165,853;51,586;20,065;27,277;11,765;90,865;41,534;2,682;25,752;0,960;17,363;5698488,305;10;10
20240918160106_Y6_X5;13,494;123,967;0,063;605,960;0,3933;19,363;-1,795;6,338;44,200;79,767;87,555;180,000;1,036;4731,677;25,963;9,709;44,558;7,312;79,222;18,731;4,511;12,591;0,486;12,425;5698488,305;10;10
20240918160106_Y6_X6;13,904;196,491;0,092;597,800;0,4272;24,208;-2,702;10,420;71,506;124,985;126,654;0,000;1,110;5277,274;22,214;11,472;81,095;10,815;85,719;19,507;6,320;11,123;0,572;8,408;5698488,305;10;10
20240918160106_Y6_X7;13,073;194,707;0,128;533,940;0,3246;22,399;-3,271;17,574;57,331;137,376;99,293;180,000;0,985;4151,782;28,411;11,213;57,356;10,651;86,044;22,559;4,660;14,117;0,551;10,824;5698488,305;10;10
20240918160106_Y6_X8;13,937;270,475;0,139;436,477;0,2419;20,761;-2,311;14,608;126,233;144,242;90,061;0,000;0,845;2585,344;35,096;13,847;37,215;9,875;83,792;27,097;3,569;17,340;0,693;14,593;5698488,305;10;10
20240918160106_Y6_X9;15,822;275,479;0,194;331,313;0,1712;20,541;0,430;5,180;214,089;61,390;154,080;179,800;0,684;1282,383;45,049;25,032;19,373;12,883;87,439;42,629;2,159;24,330;1,252;18,056;5698488,305;10;10
20240918160106_Y7_X5;15,199;158,408;0,136;617,875;0,4560;20,527;-1,236;5,788;52,516;105,892;81,670;0,000;1,136;4192,587;40,841;13,732;38,761;7,795;85,204;29,354;3,614;18,711;0,705;15,887;5698488,305;10;10
20240918160106_Y7_X6;9,037;323,824;0,270;579,339;0,3548;13,122;-1,471;11,780;237,640;86,184;84,747;177,100;0,963;4584,285;22,573;10,790;22,395;10,846;83,962;19,059;2,122;11,744;0,536;9,487;5698488,305;10;10
20240918160106_Y7_X7;6,582;82,096;0,080;565,608;0,3688;8,492;-0,438;3,453;42,004;40,092;64,564;178,600;0,976;5342,704;18,091;7,478;11,494;10,100;83,534;14,444;1,201;9,135;0,373;7,605;5698488,305;10;10
20240918160106_Y7_X8;8,974;96,341;0,088;537,187;0,3178;11,154;-0,558;3,191;42,545;53,796;92,048;179,900;0,898;4529,408;26,619;6,185;14,347;6,822;84,893;16,398;1,516;12,090;0,341;10,512;5698488,305;10;10
20240918160106_Y7_X9;13,835;117,452;0,262;529,803;0,2814;17,024;-0,636;3,007;52,266;65,186;284,214;90,000;0,836;4074,568;37,608;7,900;23,105;6,681;80,924;22,992;2,354;17,754;0,467;16,626;5698488,305;10;10
